keya,keyb,disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2,milex_a,milex_b,milper_a,milper_b,irst_a,irst_b,pec_a,pec_b,tpop_a,tpop_b,upop_a,upop_b,cinc_a,cinc_b,milex_ratio,milper_ratio,irst_ratio,pec_ratio,tpop_ratio,upop_ratio,cinc_ratio,power_asymmetry
600-1972,230-1972,1118,1118,600,MOR,230,SPN,1972,1,1,1972,30,6,1972,5,3,0,17,4,0,1,1,1,1,2,,17,4,1,0,0,0,0,8,3,1,1,3,1,3,0,1,182,182,15,15,7,81,81,49,0,0,0,0,0,140342,861477,65,365,1,9564,5340,80167,15754,34494,3849,10995,0.002199099,0.011092824,0.162908586,0.178082192,0.000104559,0.06661095,0.45671711,0.350068213,0.198245181,0.008893725
230-1973,600-1973,1119,1119,230,SPN,600,MOR,1973,1,1,1973,2,1,1974,0,0,0,18,4,0,1,1,0,1,2,0,18,4,1,1,1,2,0,17,4,1,3,1,3,1,0,1,365,365,17,17,15,75,75,81,0,0,0,0,0,1158033,186272,365,65,10809,1,86234,6039,34858,16160,11703,4252,0.011328856,0.002285605,6.216892501,5.615384615,10809,14.27951648,2.157054455,2.752351834,4.956611922,0.009043251
230-1974,600-1974,1119,1119,230,SPN,600,MOR,1974,1,1,1973,2,1,1974,6,1,0,18,4,0,1,1,0,1,2,,18,4,1,1,1,2,,17,4,1,3,1,3,1,0,2,3,368,17,17,15,75,75,81,0,0,0,0,0,1469118,421887,375,65,11646,1,90125,6665,35225,16577,12855,4654,0.011710375,0.002429637,3.482254727,5.769230769,11646,13.52213053,2.124932135,2.762140095,4.819804953,0.009280738
600-1973,230-1973,1119,1119,600,MOR,230,SPN,1973,1,1,1973,2,1,1974,0,0,0,18,4,0,1,1,1,1,2,0,17,4,1,0,1,2,0,18,4,1,1,3,1,3,0,1,365,365,17,15,17,75,81,75,0,0,0,0,0,186272,1158033,65,365,1,10809,6039,86234,16160,34858,4252,11703,0.002285605,0.011328856,0.160852066,0.178082192,9.25155E-05,0.070030382,0.463595157,0.363325643,0.201750715,0.009043251
600-1974,230-1974,1119,1119,600,MOR,230,SPN,1974,1,1,1973,2,1,1974,6,1,0,18,4,0,1,1,1,1,2,,17,4,1,0,1,2,,18,4,1,1,3,1,3,0,2,3,368,17,15,17,75,81,75,0,0,0,0,0,421887,1469118,65,375,1,11646,6665,90125,16577,35225,4654,12855,0.002429637,0.011710375,0.287170261,0.173333333,8.58664E-05,0.073952843,0.470603265,0.362038117,0.207477275,0.009280738
41-1901,42-1901,1120,1120,41,HAI,42,DOM,1901,1,2,1901,17,6,1901,6,1,0,10,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,137,137,8,7,8,20,49,20,0,0,0,0,0,281,,7,1,0,0,0,0,1290,610,0,0,0.000526448,0.000146486,,7,,,2.114754098,,3.59383604,0.000379962
42-1901,41-1901,1120,1120,42,DOM,41,HAI,1901,1,2,1901,17,6,1901,6,1,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,7,3,1,3,1,3,1,0,1,137,137,8,8,7,20,20,49,0,0,0,0,0,,281,1,7,0,0,0,0,610,1290,0,0,0.000146486,0.000526448,-0.03202847,0.142857143,,,0.472868217,,0.278254208,0.000379962
640-1962,645-1962,1123,1123,640,TUR,645,IRQ,1962,9,7,1962,19,8,1962,5,3,1,19,4,1,1,1,0,0,0,1,19,4,1,1,0,0,1,19,4,1,3,1,3,1,0,1,42,42,16,16,16,65,65,65,0,0,0,0,0,324115,134976,420,91,242,0,8442,4423,28931,7321,3778,1899,0.007131903,0.002101058,2.401278746,4.615384615,,1.908659281,3.951782543,1.989468141,3.394434166,0.005030845
645-1962,640-1962,1123,1123,645,IRQ,640,TUR,1962,9,7,1962,19,8,1962,5,3,1,19,4,1,1,1,1,0,0,1,19,4,1,0,0,0,1,19,4,1,1,3,1,3,0,1,42,42,16,16,16,65,65,65,0,0,0,0,0,134976,324115,91,420,0,242,4423,8442,7321,28931,1899,3778,0.002101058,0.007131903,0.41644478,0.216666667,0,0.523927979,0.253050361,0.502646903,0.29459991,0.005030845
Feb-58,90-1958,1124,1124,2,USA,90,GUA,1958,29,12,1958,29,12,1958,5,3,1,19,4,0,1,2,0,0,0,0,0,1,1,1,1,4,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,65,65,0,0,0,0,0,45503008,9800,2411,8,77342,0,1437859,27,174882,3546,49733,368,0.23446997,0.000450234,4643.164082,301.375,,53254.03704,49.31810491,135.1440217,520.7736565,0.234019736
90-1958,Feb-58,1124,1124,90,GUA,2,USA,1958,29,12,1958,29,12,1958,5,3,1,19,4,0,1,2,1,1,4,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0,9800,45503008,8,2411,0,77342,27,1437859,3546,174882,368,49733,0.000450234,0.23446997,0.00021537,0.003318125,0,1.87779E-05,0.020276529,0.007399513,0.00192022,0.234019736
70-1958,90-1958,1124,1124,70,MEX,90,GUA,1958,29,12,1958,29,1,1959,0,0,0,19,4,0,1,2,0,1,4,0,7,3,1,1,1,4,0,19,4,1,3,1,3,1,0,1,3,3,16,7,16,65,49,65,0,0,0,0,0,69015,9800,49,8,988,0,29377,27,34784,3546,5801,368,0.006927461,0.000450234,7.042346939,6.125,,1088.037037,9.809362662,15.76358696,15.38636015,0.006477227
70-1959,90-1959,1124,1124,70,MEX,90,GUA,1959,29,12,1958,29,1,1959,5,3,1,19,4,0,1,2,0,1,4,1,7,3,1,1,1,4,0,19,4,1,3,1,3,1,0,2,30,33,16,7,16,65,49,65,0,0,0,0,0,70697,9800,50,8,1213,0,33056,30,35909,3652,6215,382,0.007127168,0.000450647,7.213979592,6.25,,1101.866667,9.832694414,16.26963351,15.81540824,0.006676521
90-1958,70-1958,1124,1124,90,GUA,70,MEX,1958,29,12,1958,29,1,1959,0,0,0,19,4,0,1,2,1,1,4,0,19,4,1,0,1,4,0,7,3,1,1,3,1,3,0,1,3,3,16,16,7,65,65,49,0,0,0,0,0,9800,69015,8,49,0,988,27,29377,3546,34784,368,5801,0.000450234,0.006927461,0.141998116,0.163265306,0,0.000919086,0.101943422,0.063437338,0.064992629,0.006477227
90-1959,70-1959,1124,1124,90,GUA,70,MEX,1959,29,12,1958,29,1,1959,5,3,1,19,4,0,1,2,1,1,4,0,19,4,1,0,1,4,1,7,3,1,1,3,1,3,0,2,30,33,16,16,7,65,65,49,0,0,0,0,0,9800,70697,8,50,0,1213,30,33056,3652,35909,382,6215,0.000450647,0.007127168,0.138619743,0.16,0,0.000907551,0.101701523,0.0614642,0.063229478,0.006676521
670-1931,678-1931,1127,1127,670,SAU,678,YAR,1931,1,1,1931,31,1,1931,5,3,0,18,4,1,1,1,1,1,1,,18,4,1,0,1,1,,18,4,1,1,3,1,3,0,1,31,31,17,17,17,75,75,75,0,0,0,0,0,,,4,18,0,0,0,0,2102,2538,0,0,0.000432879,0.000966561,,0.222222222,,,0.82821119,,0.447854928,0.000533682
678-1931,670-1931,1127,1127,678,YAR,670,SAU,1931,1,1,1931,31,1,1931,5,3,0,18,4,1,1,1,0,1,1,,18,4,1,1,1,1,,18,4,1,3,1,3,1,0,1,31,31,17,17,17,75,75,75,0,0,0,0,0,,,18,4,0,0,0,0,2538,2102,0,0,0.000966561,0.000432879,,4.5,,,1.207421503,,2.232865907,0.000533682
670-1931,678-1931,1128,1128,670,SAU,678,YAR,1931,30,12,1931,1,4,1932,0,0,0,19,4,0,1,1,0,1,1,0,19,4,1,1,1,1,0,7,3,1,3,1,3,1,0,1,2,2,16,16,7,65,65,49,0,0,0,0,0,,,4,18,0,0,0,0,2102,2538,0,0,0.000432879,0.000966561,,0.222222222,,,0.82821119,,0.447854928,0.000533682
670-1932,678-1932,1128,1128,670,SAU,678,YAR,1932,30,12,1931,1,4,1932,2,2,0,19,4,0,1,1,0,1,1,,19,4,1,1,1,1,0,7,3,1,3,1,3,1,0,2,93,95,16,16,7,65,65,49,0,0,0,0,0,4526,,4,18,0,0,0,0,2149,2574,0,0,0.000508033,0.000961777,,0.222222222,,,0.834887335,,0.528223618,0.000453744
678-1931,670-1931,1128,1128,678,YAR,670,SAU,1931,30,12,1931,1,4,1932,0,0,0,19,4,0,1,1,1,1,1,0,7,3,1,0,1,1,0,19,4,1,1,3,1,3,0,1,2,2,16,7,16,65,49,65,0,0,0,0,0,,,18,4,0,0,0,0,2538,2102,0,0,0.000966561,0.000432879,,4.5,,,1.207421503,,2.232865907,0.000533682
678-1932,670-1932,1128,1128,678,YAR,670,SAU,1932,30,12,1931,1,4,1932,1,2,0,19,4,0,1,1,1,1,1,0,7,3,1,0,1,1,,19,4,1,1,3,1,3,0,2,93,95,16,7,16,65,49,65,0,0,0,0,0,,4526,18,4,0,0,0,0,2574,2149,0,0,0.000961777,0.000508033,-0.001988511,4.5,,,1.197766403,,1.893137614,0.000453744
200-1934,670-1934,1129,1129,200,UKG,670,SAU,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,0,0,0,0,8,3,0,1,1,1,,18,4,1,4,1,3,1,0,1,54,54,17,7,17,75,49,75,0,0,0,0,0,540015,,318,4,8992,0,202870,6,46666,2246,18237,101,0.080427863,0.00053355,,79.5,,33811.66667,20.77738201,180.5643564,150.7409763,0.079894313
670-1934,200-1934,1129,1129,670,SAU,200,UKG,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,1,1,1,,18,4,1,0,0,0,0,8,3,0,1,4,1,3,0,1,54,54,17,17,7,75,75,49,0,0,0,0,0,,540015,4,318,0,8992,6,202870,2246,46666,101,18237,0.00053355,0.080427863,-1.67E-05,0.012578616,0,2.95756E-05,0.048129259,0.005538192,0.006633896,0.079894313
220-1934,670-1934,1129,1129,220,FRN,670,SAU,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,0,0,0,0,8,3,0,1,1,1,,18,4,1,4,1,3,1,0,1,54,54,17,7,17,75,49,75,0,0,0,0,0,707568,,458,4,6155,0,80930,6,41950,2246,6431,101,0.057531592,0.00053355,,114.5,,13488.33333,18.67764915,63.67326733,107.8279097,0.056998042
670-1934,220-1934,1129,1129,670,SAU,220,FRN,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,1,1,1,,18,4,1,0,0,0,0,8,3,0,1,4,1,3,0,1,54,54,17,17,7,75,75,49,0,0,0,0,0,,707568,4,458,0,6155,6,80930,2246,41950,101,6431,0.00053355,0.057531592,-1.27E-05,0.008733624,0,7.41381E-05,0.053539928,0.015705178,0.009274037,0.056998042
325-1934,670-1934,1129,1129,325,ITA,670,SAU,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,0,0,0,0,8,3,0,1,1,1,,18,4,1,4,1,3,1,0,1,54,54,17,7,17,75,49,75,0,0,0,0,0,455733,,362,4,1850,0,15445,6,42280,2246,7530,101,0.035118788,0.00053355,,90.5,,2574.166667,18.82457703,74.55445545,65.82097539,0.034585238
670-1934,325-1934,1129,1129,670,SAU,325,ITA,1934,1,5,1934,23,6,1934,8,4,0,18,4,0,1,4,1,1,1,,18,4,1,0,0,0,0,8,3,0,1,4,1,3,0,1,54,54,17,17,7,75,75,49,0,0,0,0,0,,455733,4,362,0,1850,6,15445,2246,42280,101,7530,0.00053355,0.035118788,-1.97E-05,0.011049724,0,0.000388475,0.053122044,0.013413015,0.015192725,0.034585238
670-1933,678-1933,1129,1129,670,SAU,678,YAR,1933,15,11,1933,23,6,1934,0,0,0,18,4,0,1,4,1,1,1,0,18,4,1,0,1,1,0,18,4,0,1,4,1,3,0,1,47,47,17,17,17,75,75,75,0,0,1,0,0,,,4,18,0,0,1,0,2197,2611,0,0,0.000428964,0.000919354,,0.222222222,,,0.841440061,,0.466593008,0.00049039
670-1934,678-1934,1129,1129,670,SAU,678,YAR,1934,15,11,1933,23,6,1934,1,1,6,22,5,0,1,4,1,1,1,2,22,5,1,0,1,1,6,22,5,0,1,4,1,3,1,2,175,222,20,20,20,100,100,100,0,0,1,0,0,,,4,18,0,0,6,0,2246,2648,101,0,0.00053355,0.000893421,,0.222222222,,,0.848187311,,0.597199123,0.000359871
678-1933,670-1933,1129,1129,678,YAR,670,SAU,1933,15,11,1933,23,6,1934,0,0,0,18,4,0,1,4,0,1,1,0,18,4,0,1,1,1,0,18,4,1,4,1,3,1,0,1,47,47,17,17,17,75,75,75,0,0,1,0,0,,,18,4,0,0,0,1,2611,2197,0,0,0.000919354,0.000428964,,4.5,,0,1.18843878,,2.143195423,0.00049039
678-1934,670-1934,1129,1129,678,YAR,670,SAU,1934,15,11,1933,23,6,1934,2,1,6,22,5,0,1,4,0,1,1,6,22,5,0,1,1,1,2,22,5,1,4,1,3,1,1,2,175,222,20,20,20,100,100,100,0,0,1,0,0,,,18,4,0,0,0,6,2648,2246,0,101,0.000893421,0.00053355,,4.5,,0,1.178984862,0,1.674483371,0.000359871
630-1914,640-1914,1131,1131,630,IRN,640,TUR,1914,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,0,0,0,0,18,4,1,1,1,2,0,16,4,1,3,1,3,1,0,1,47,47,17,17,14,75,75,84,0,0,0,0,0,,,59,249,0,0,138,660,10890,18520,520,997,0.004491033,0.012148417,,0.236947791,,0.209090909,0.588012959,0.521564694,0.369680511,0.007657384
630-1915,640-1915,1131,1131,630,IRN,640,TUR,1915,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,0,0,0,0,18,4,1,1,1,2,0,16,4,1,3,1,3,1,0,2,365,412,17,17,14,75,75,84,0,0,0,0,0,,45568,59,790,0,0,83,496,10960,18614,526,1008,0.003218495,0.009039788,-0.000197507,0.074683544,,0.16733871,0.588804126,0.521825397,0.356036529,0.005821293
630-1916,640-1916,1131,1131,630,IRN,640,TUR,1916,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,0,0,0,0,18,4,1,1,1,2,0,16,4,1,3,1,3,1,0,3,366,778,17,17,14,75,75,84,0,0,0,0,0,,,59,,0,0,317,243,11050,18709,532,1020,0.003278801,0.006315192,,,,1.304526749,0.590624833,0.521568627,0.519192632,0.003036391
630-1917,640-1917,1131,1131,630,IRN,640,TUR,1917,15,11,1914,20,3,1917,3,3,0,18,4,0,1,1,0,0,0,,18,4,1,1,1,2,,16,4,1,3,1,3,1,0,4,80,858,17,17,14,75,75,84,0,0,0,0,0,,,5,,0,0,488,368,11130,18805,538,1031,0.002942327,0.006358931,,,,1.326086957,0.591863866,0.521823472,0.462707735,0.003416605
640-1914,630-1914,1131,1131,640,TUR,630,IRN,1914,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,47,47,17,14,17,75,84,75,0,0,0,0,0,,,249,59,0,0,660,138,18520,10890,997,520,0.012148417,0.004491033,,4.220338983,,4.782608696,1.700642792,1.917307692,2.705038462,0.007657384
640-1915,630-1915,1131,1131,640,TUR,630,IRN,1915,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,365,412,17,14,17,75,84,75,0,0,0,0,0,45568,,790,59,0,0,496,83,18614,10960,1008,526,0.009039788,0.003218495,,13.38983051,,5.975903614,1.698357664,1.91634981,2.808700565,0.005821293
640-1916,630-1916,1131,1131,640,TUR,630,IRN,1916,15,11,1914,20,3,1917,0,0,0,18,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,18,4,1,1,3,1,3,0,3,366,778,17,14,17,75,84,75,0,0,0,0,0,,,,59,0,0,243,317,18709,11050,1020,532,0.006315192,0.003278801,,-0.152542373,,0.766561514,1.693122172,1.917293233,1.926067395,0.003036391
640-1917,630-1917,1131,1131,640,TUR,630,IRN,1917,15,11,1914,20,3,1917,4,3,0,18,4,0,1,1,1,1,2,,16,4,1,0,0,0,,18,4,1,1,3,1,3,0,4,80,858,17,14,17,75,84,75,0,0,0,0,0,,,,5,0,0,368,488,18805,11130,1031,538,0.006358931,0.002942327,,-1.8,,0.754098361,1.689577718,1.916356877,2.161191448,0.003416605
365-1918,630-1918,1132,1132,365,RUS,630,IRN,1918,3,11,1918,3,11,1918,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0,258741,,,46,402,0,18041,48,143450,11210,4983,543,0.037396926,0.003120808,,-0.195652174,,375.8541667,12.79661017,9.17679558,11.98309207,0.034276118
630-1918,365-1918,1132,1132,630,IRN,365,RUS,1918,3,11,1918,3,11,1918,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0,,258741,46,,0,402,48,18041,11210,143450,543,4983,0.003120808,0.037396926,-3.48E-05,,0,0.002660606,0.078145695,0.1089705,0.083450915,0.034276118
200-1920,365-1920,1133,1133,200,UKG,365,RUS,1920,18,5,1920,24,2,1921,0,0,0,19,4,0,1,2,0,0,0,0,19,4,0,1,1,2,0,16,4,1,4,1,3,1,0,1,228,228,16,16,14,65,65,84,0,0,0,0,0,1475661,1183426,596,3050,9212,194,213247,13063,46472,139675,18412,4031,0.12763593,0.10320065,1.246939817,0.195409836,47.48453608,16.32450433,0.332715232,4.567601092,1.236774478,0.02443528
200-1921,365-1921,1133,1133,200,UKG,365,RUS,1921,18,5,1920,24,2,1921,5,3,0,19,4,0,1,2,0,0,0,,19,4,0,1,1,2,,16,4,1,4,1,3,1,0,2,56,284,16,16,14,65,65,84,0,0,0,0,0,824711,1337524,448,5500,3762,220,148471,13925,47168,136876,18563,4556,0.098188579,0.14851409,0.616595291,0.081454545,17.1,10.66219031,0.344603875,4.074407375,0.661139822,0.050325511
365-1920,200-1920,1133,1133,365,RUS,200,UKG,1920,18,5,1920,24,2,1921,0,0,0,19,4,0,1,2,1,1,2,0,16,4,1,0,0,0,0,19,4,0,1,4,1,3,0,1,228,228,16,14,16,65,84,65,0,0,0,0,0,1183426,1475661,3050,596,194,9212,13063,213247,139675,46472,4031,18412,0.10320065,0.12763593,0.801963324,5.117449664,0.021059488,0.061257603,3.005573248,0.218933304,0.808554848,0.02443528
365-1921,200-1921,1133,1133,365,RUS,200,UKG,1921,18,5,1920,24,2,1921,5,3,0,19,4,0,1,2,1,1,2,,16,4,1,0,0,0,,19,4,0,1,4,1,3,0,2,56,284,16,14,16,65,84,65,0,0,0,0,0,1337524,824711,5500,448,220,3762,13925,148471,136876,47168,4556,18563,0.14851409,0.098188579,1.621809337,12.27678571,0.058479532,0.09378936,2.901882632,0.245434466,1.512539356,0.050325511
365-1920,630-1920,1133,1133,365,RUS,630,IRN,1920,8,5,1920,24,2,1921,0,0,0,19,4,0,1,2,1,1,2,0,16,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,238,238,16,14,16,65,84,65,0,0,0,0,0,1183426,,3050,40,194,0,13063,320,139675,11370,4031,556,0.10320065,0.003522636,,76.25,,40.821875,12.28452067,7.25,29.29642828,0.099678014
365-1921,630-1921,1133,1133,365,RUS,630,IRN,1921,8,5,1920,24,2,1921,5,3,0,19,4,0,1,2,1,1,2,,16,4,1,0,0,0,,19,4,1,1,3,1,3,0,2,56,294,16,14,16,65,84,65,0,0,0,0,0,1337524,,5500,37,220,0,13925,335,136876,11470,4556,562,0.14851409,0.003458187,,148.6486486,,41.56716418,11.93339146,8.106761566,42.94565663,0.145055904
630-1920,365-1920,1133,1133,630,IRN,365,RUS,1920,8,5,1920,24,2,1921,0,0,0,19,4,0,1,2,0,0,0,0,19,4,1,1,1,2,0,16,4,1,3,1,3,1,0,1,238,238,16,16,14,65,65,84,0,0,0,0,0,,1183426,40,3050,0,194,320,13063,11370,139675,556,4031,0.003522636,0.10320065,-7.61E-06,0.013114754,0,0.02449667,0.081403258,0.137931034,0.034133854,0.099678014
630-1921,365-1921,1133,1133,630,IRN,365,RUS,1921,8,5,1920,24,2,1921,5,3,0,19,4,0,1,2,0,0,0,,19,4,1,1,1,2,,16,4,1,3,1,3,1,0,2,56,294,16,16,14,65,65,84,0,0,0,0,0,,1337524,37,5500,0,220,335,13925,11470,136876,562,4556,0.003458187,0.14851409,-6.73E-06,0.006727273,0,0.024057451,0.083798475,0.123353819,0.023285242,0.145055904
630-1971,645-1971,1135,1135,630,IRN,645,IRQ,1971,30,11,1971,3,6,1972,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,32,32,17,17,17,75,75,75,0,0,0,0,0,735313,427398,255,105,0,0,55937,7647,29484,9750,6465,3804,0.006216623,0.002496563,1.720440901,2.428571429,,7.31489473,3.024,1.699526814,2.490073011,0.003720061
630-1972,645-1972,1135,1135,630,IRN,645,IRQ,1972,30,11,1971,3,6,1972,5,3,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,1,18,4,1,1,3,1,3,0,2,156,188,17,17,17,75,75,75,0,0,0,0,0,1087788,459597,265,105,0,0,53888,8354,30284,10074,6699,4332,0.00635088,0.002582119,2.366830071,2.523809524,,6.450562605,3.006154457,1.546398892,2.459561695,0.003768761
645-1971,630-1971,1135,1135,645,IRQ,630,IRN,1971,30,11,1971,3,6,1972,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,32,32,17,17,17,75,75,75,0,0,0,0,0,427398,735313,105,255,0,0,7647,55937,9750,29484,3804,6465,0.002496563,0.006216623,0.581246354,0.411764706,,0.136707367,0.330687831,0.588399072,0.40159465,0.003720061
645-1972,630-1972,1135,1135,645,IRQ,630,IRN,1972,30,11,1971,3,6,1972,5,3,1,18,4,1,1,1,0,1,1,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,2,156,188,17,17,17,75,75,75,0,0,0,0,0,459597,1087788,105,265,0,0,8354,53888,10074,30284,4332,6699,0.002582119,0.00635088,0.42250604,0.396226415,,0.155025238,0.332650905,0.646663681,0.406576506,0.003768761
630-1969,645-1969,1136,1136,630,IRN,645,IRQ,1969,6,4,1969,13,6,1969,5,3,0,19,4,0,1,1,0,1,1,0,10,3,1,1,1,1,0,19,4,1,3,1,3,1,0,1,69,69,16,8,16,65,20,65,0,0,0,0,0,624422,298236,225,90,0,0,44835,6533,27946,9149,5698,3122,0.005839163,0.002223799,2.093717727,2.5,,6.862850145,3.05454148,1.825112108,2.625760017,0.003615364
645-1969,630-1969,1136,1136,645,IRQ,630,IRN,1969,6,4,1969,13,6,1969,5,3,0,19,4,0,1,1,1,1,1,0,19,4,1,0,1,1,0,10,3,1,1,3,1,3,0,1,69,69,16,16,8,65,65,20,0,0,0,0,0,298236,624422,90,225,0,0,6533,44835,9149,27946,3122,5698,0.002223799,0.005839163,0.477619302,0.4,,0.145712055,0.327381378,0.547911548,0.380842116,0.003615364
630-1959,645-1959,1138,1138,630,IRN,645,IRQ,1959,22,9,1959,21,1,1960,0,0,0,19,4,1,1,1,1,0,0,0,19,4,1,0,1,1,0,19,4,1,1,3,1,3,0,1,101,101,16,16,16,65,65,65,0,0,0,0,0,204301,100252,157,57,0,0,32177,3507,20926,6682,3658,1502,0.005661648,0.001759735,2.037874556,2.754385965,,9.175078415,3.131697097,2.435419441,3.21733091,0.003901914
630-1960,645-1960,1138,1138,630,IRN,645,IRQ,1960,22,9,1959,21,1,1960,5,3,1,19,4,1,1,1,1,0,0,1,19,4,1,0,1,1,1,19,4,1,1,3,1,3,0,2,22,123,16,16,16,65,65,65,0,0,0,0,0,181137,118734,208,74,0,0,40342,4036,21439,6885,3852,1631,0.006287303,0.001941127,1.525569761,2.810810811,,9.995540139,3.113870733,2.361741263,3.238995942,0.004346176
645-1959,630-1959,1138,1138,645,IRQ,630,IRN,1959,22,9,1959,21,1,1960,0,0,0,19,4,1,1,1,0,1,1,0,19,4,1,1,0,0,0,19,4,1,3,1,3,1,0,1,101,101,16,16,16,65,65,65,0,0,0,0,0,100252,204301,57,157,0,0,3507,32177,6682,20926,1502,3658,0.001759735,0.005661648,0.490707339,0.363057325,,0.108990894,0.319315684,0.410606889,0.310816645,0.003901914
645-1960,630-1960,1138,1138,645,IRQ,630,IRN,1960,22,9,1959,21,1,1960,5,3,1,19,4,1,1,1,0,1,1,1,19,4,1,1,0,0,1,19,4,1,3,1,3,1,0,2,22,123,16,16,16,65,65,65,0,0,0,0,0,118734,181137,74,208,0,0,4036,40342,6885,21439,1631,3852,0.001941127,0.006287303,0.655492804,0.355769231,,0.100044619,0.32114371,0.423416407,0.308737651,0.004346176
100-1932,135-1932,1139,1139,100,COL,135,PER,1932,1,9,1932,25,5,1933,0,0,0,18,4,0,1,1,0,0,0,0,18,4,1,1,1,1,0,16,4,1,3,1,3,1,0,1,122,122,17,17,14,75,75,84,0,0,0,0,0,3637,6020,8,11,0,0,37,298,7730,5840,549,290,0.001759509,0.001488574,0.604152824,0.727272727,,0.124161074,1.323630137,1.893103448,1.182009891,0.000270935
100-1933,135-1933,1139,1139,100,COL,135,PER,1933,1,9,1932,25,5,1933,6,1,3,18,4,0,1,1,0,0,0,2,18,4,1,1,1,1,2,16,4,1,3,1,3,1,0,2,146,268,17,17,14,75,75,84,0,0,0,0,0,5712,4367,8,10,0,0,240,283,7880,5940,590,301,0.001850423,0.001380212,1.307991756,0.8,,0.848056537,1.326599327,1.96013289,1.34068049,0.000470211
135-1932,100-1932,1139,1139,135,PER,100,COL,1932,1,9,1932,25,5,1933,0,0,0,18,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,122,122,17,14,17,75,84,75,0,0,0,0,0,6020,3637,11,8,0,0,298,37,5840,7730,290,549,0.001488574,0.001759509,1.655210338,1.375,,8.054054054,0.75549806,0.528233151,0.846016609,0.000270935
135-1933,100-1933,1139,1139,135,PER,100,COL,1933,1,9,1932,25,5,1933,6,1,3,18,4,0,1,1,1,1,1,2,16,4,1,0,0,0,2,18,4,1,1,3,1,3,0,2,146,268,17,14,17,75,84,75,0,0,0,0,0,4367,5712,10,8,0,0,283,240,5940,7880,301,590,0.001380212,0.001850423,0.764530812,1.25,,1.179166667,0.753807107,0.510169492,0.745889873,0.000470211
100-1934,135-1934,1141,1141,100,COL,135,PER,1934,1,2,1934,19,5,1934,2,1,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,1,0,8,3,1,3,1,3,1,0,1,108,108,8,8,7,20,20,49,0,0,0,0,0,9888,5709,13,10,0,0,333,306,8030,6040,669,322,0.002062567,0.001368306,1.732002102,1.3,,1.088235294,1.329470199,2.077639752,1.507387456,0.000694261
135-1934,100-1934,1141,1141,135,PER,100,COL,1934,1,2,1934,19,5,1934,1,1,0,10,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,10,3,1,1,3,1,3,0,1,108,108,8,7,8,20,49,20,0,0,0,0,0,5709,9888,10,13,0,0,306,333,6040,8030,322,669,0.001368306,0.002062567,0.577366505,0.769230769,,0.918918919,0.752179328,0.481315396,0.663399444,0.000694261
